"methods","uri","name","handler","controller","middleware","domain","handler_exists","source_file","source_line"
"POST","admin/portraits-hard/records/order","voyager.portraits-hard.ext-records-order","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","458"
"GET","admin/portraits-hard/{id}/record/group","voyager.portraits-hard.ext-group.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","86"
"POST","admin/port-prev-items/sort/media","voyager.port-prev-items.ext-media.sort","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","243"
"POST","admin/port-prev-items/update/media","voyager.port-prev-items.ext-media.update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","118"
"POST","admin/port-prev-items/change/media","voyager.port-prev-items.ext-media.change","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","148"
"POST","admin/port-prev-items/remove/media","voyager.port-prev-items.ext-media.remove","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","221"
"POST","admin/port-prev-items/form/media","voyager.port-prev-items.ext-media.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","59"
"POST","admin/port-prev-items/{id}/clone","voyager.port-prev-items.clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","307"
"POST","admin/port-prev-items/{id}/record/update","voyager.port-prev-items.ext-record-update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","409"
"POST","admin/port-prev-items/records/order","voyager.port-prev-items.ext-records-order","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","458"
"GET","admin/port-prev-items/{id}/record/group","voyager.port-prev-items.ext-group.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","86"
"POST","admin/stocks/sort/media","voyager.stocks.ext-media.sort","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","243"
"POST","admin/stocks/update/media","voyager.stocks.ext-media.update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","118"
"POST","admin/stocks/change/media","voyager.stocks.ext-media.change","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","148"
"POST","admin/stocks/remove/media","voyager.stocks.ext-media.remove","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","221"
"POST","admin/stocks/form/media","voyager.stocks.ext-media.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","59"
"POST","admin/stocks/{id}/clone","voyager.stocks.clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","307"
"POST","admin/stocks/{id}/record/update","voyager.stocks.ext-record-update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","409"
"POST","admin/stocks/records/order","voyager.stocks.ext-records-order","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","458"
"GET","admin/stocks/{id}/record/group","voyager.stocks.ext-group.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","86"
"POST","admin/string-tranlations2/sort/media","voyager.string-tranlations2.ext-media.sort","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","243"
"POST","admin/string-tranlations2/update/media","voyager.string-tranlations2.ext-media.update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","118"
"POST","admin/string-tranlations2/change/media","voyager.string-tranlations2.ext-media.change","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","148"
"POST","admin/string-tranlations2/remove/media","voyager.string-tranlations2.ext-media.remove","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","221"
"POST","admin/string-tranlations2/form/media","voyager.string-tranlations2.ext-media.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","59"
"POST","admin/string-tranlations2/{id}/clone","voyager.string-tranlations2.clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","307"
"POST","admin/string-tranlations2/{id}/record/update","voyager.string-tranlations2.ext-record-update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","409"
"POST","admin/string-tranlations2/records/order","voyager.string-tranlations2.ext-records-order","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","458"
"GET","admin/string-tranlations2/{id}/record/group","voyager.string-tranlations2.ext-group.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","86"
"POST","admin/coupons/sort/media","voyager.coupons.ext-media.sort","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","243"
"POST","admin/coupons/update/media","voyager.coupons.ext-media.update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","118"
"POST","admin/coupons/change/media","voyager.coupons.ext-media.change","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@change_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","148"
"POST","admin/coupons/remove/media","voyager.coupons.ext-media.remove","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@remove_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","221"
"POST","admin/coupons/form/media","voyager.coupons.ext-media.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_image_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","59"
"POST","admin/coupons/{id}/clone","voyager.coupons.clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@clone","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","307"
"POST","admin/coupons/{id}/record/update","voyager.coupons.ext-record-update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordUpdate","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","409"
"POST","admin/coupons/records/order","voyager.coupons.ext-records-order","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionBaseController@recordsOrder","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionBaseController.php","458"
"GET","admin/coupons/{id}/record/group","voyager.coupons.ext-group.form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@load_group_form","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","86"
"POST","admin/order-action/sort/media","voyager.order-action.ext-media.sort","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@sort_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","243"
"POST","admin/order-action/update/media","voyager.order-action.ext-media.update","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","\MonstreX\VoyagerExtension\Controllers\VoyagerExtensionController@update_media","web|admin.user","","yes","vendor/monstrex/voyager-extension/src/Controllers/VoyagerExtensionController.php","118"
